rq_id,old_rq_no,old_slide,category,chapter,chapter_v3,section,hitl,component,charted,chapter_note,action,question,kind,role,method,detectors,sources,status,defer_reason,background,hypothesis,ideal,transcript,old_question,merged_in,now
RQ-h7-040,RQ 15.05,299,C15,18,13,S18,no,none,no,,reword,"Looking back, would the owner build the template and process plugin first, or let products invent and consolidate upward?",judgement,core,human,,,now,,The central design choice of a factory: top-down platform or bottom-up extraction.,"Owner: the template 'wasn't built in a day … as we kept on adding more software … the template itself needs to be updated' (14:52 00:07:28). Draft: bottom-up, consolidated early.",Consolidation is continuous: a pattern used twice moves upstream automatically.,'first of all the template wasn't built in a day' (14:52 00:06:52),"Looking back, would the factory owner build the template and process plugin first and scale it down to products, or let products invent and consolidate upward; what do they now believe was wrong at the start; which of agents, coordination, gates, or memory do they think is actually doing the work; and when did running the factory stop feeling like personal collaboration and start feeling like managing a system?",,
RQ-h7-041,RQ 15.06,300,C15,18,13,S18,yes,harness,no,,reword,How did session limits and pay-per-token pricing change what the owner asked agents to do?,judgement,core,human,D6,harness.limit_events;harness.sessions,now,,Data trigger: limit_events and recorded plan-tier changes. The owner says what they cut or deferred.,Owner: the fleet is money- and effort-bound; limits pushed them onto pay-per-use (14:52 00:41:42).,Spend is budgeted per goal and the scheduler works within it.,the owner on changing subscription plans (14:52 00:41:42),"What determines when the factory owner steps in to fix something themselves rather than letting agents keep iterating; when did they realize they were paying per token rather than per hour, and how did that change what they asked for; how did session limits change their behavior; and when did they choose speed over doing something right the first time?",,
RQ-h7-042,RQ 15.08,302,C15,18,13,S18,no,none,no,,reword,"What surprised the owner most about how the factory developed, and what would they tell someone starting one?",judgement,core,human,,,now,,Retrospective testimony for the discussion chapter.,Not discussed. Draft: how much work became structural once the stronger models arrived.,n/a (retrospective).,"'what is the philosophy and thought process … when they change it, what are they thinking' (16:06 00:02:33)","Did the factory owner ever nearly abandon the project, what surprised them most about how it developed, what advice would they give someone starting a similar factory, and what would they build or change with one more month?",,
RQ-h7-043,RQ 15.02,296,C15,18,13,S18,no,state-store,no,,reword,When did agent memory become something the factory depended on rather than documentation?,judgement,core,human,,harness.memories,now,,Data trigger: the week memory counts and 'why' lines jump. The owner supplies what changed.,Not discussed. Draft: after repeated re-litigation of settled decisions.,"Memory is a designed store with retrieval, not an emergent habit.","'what is the philosophy and thought process … when they change it, what are they thinking' (16:06 00:02:33)",When did the owner's saved cross-session memory become something the factory actually depended on rather than just documentation; how did they decide when to consolidate the process versus add to it; what part of running the factory did they underestimate or overestimate the importance of; what did they want agents to do that never got built; and which of their own standing rules was hardest to actually enforce?,,
RQ-h7-044,RQ 15.09,303,C15,18,7,S17,yes,state-store,no,,reword,"What share of agent memories exist to stop a repeated argument or mistake, and how long after the incident is each written?",metric,core,haiku,,harness.memories;harness.prompts,now,,Memories as corrections: measures how the factory learns from friction.,Not discussed. Draft: most feedback memories are written the same session as the correction.,"Every correction becomes a rule or check, not only a memory.",,"How much of the factory owner's saved cross-session memory explains its own reasoning, how quickly after the incident it documents is a memory typically written, whether memory themes cluster around particular periods, and how many memories exist specifically to stop the same argument or mistake from recurring?",,
RQ-h7-045,RQ 15.10,304,C15,18,10,S18,yes,none,yes,The corrections shift is interaction behaviour over time,reword,When did the owner's corrections shift from direction and taste to catching agent errors?,metric,core,haiku,,harness.prompts;harness.turns,now,,Correction type over time shows how the owner's role changed.,"Not discussed. Draft: after the Opus switch, corrections moved from taste to catching overstated completion.",Owner corrections are about direction only; errors are caught by checks.,,"What share of found defects get fixed same-day versus linger for weeks, and were the long-lived ones caught by a test or only found in production; when did the kind of correction the owner gives shift from direction and taste to catching agent output errors; how much faster do delegated subagent runs finish than a full session; and how often did a bug get deliberately reintroduced to check whether a test suite would actually catch it?",,
NEW-A-15,,,C14,20,2,S19,no,none,no,Generic-role wording is method,new,"Is every research question stated in generic roles, so another factory can supply its own grounding?",yes/no,preflight,human,,,now,,Opens generalizability; a question in our names can't be asked of another factory.,"Yes by construction, but check the instances.",n/a,,,,
NEW-PF-11,,,C14,20,12,S19,no,none,no,,new,"For each factory we compare against, has it published a figure defined the same way as ours?",yes/no,preflight,human,,,now,,A comparison is only fair when both sides define the number the same way.,"Not discussed. Draft: most published figures use different denominators, so comparisons hold on direction only.",Published factories report against a shared metric definition.,,,,
NEW-CH11-01,,,C14,20,12,S19,yes,none,no,,new,How does the share of changes the factory ships without a human touching them compare with the published autonomy figures from other software factories?,metric,core,sql,,,baseline,,Places this factory's numbers next to what others in the field have published.,"Not discussed. Draft: the comparison holds on direction, not magnitude.",Every published claim is re-measured on this factory the same way.,,,,
NEW-CH11-02,,,C14,20,12,S19,yes,none,no,,new,How does the review load per merged change compare with what large published factory deployments report about review getting harder?,metric,core,sql,,,baseline,,Places this factory's numbers next to what others in the field have published.,"Not discussed. Draft: the comparison holds on direction, not magnitude.",Every published claim is re-measured on this factory the same way.,,,,
NEW-CH11-03,,,C14,20,12,S19,yes,none,no,,new,"How does the owner's perceived speed-up compare with the measured change in throughput, set against published perceived-versus-measured studies?",judgement,core,sql + human,,,now,,Places this factory's numbers next to what others in the field have published.,"Not discussed. Draft: the comparison holds on direction, not magnitude.",Every published claim is re-measured on this factory the same way.,,,,
